condition,seed,round,pre_acc,arm,d_acc,minus_kd,broken,fixed_peer_agree,fixed_peer_disagree,changed,kl,weight_change_backbone,weight_change_head
ce_head,2,74,36.59999966621399,ce_head,-2.5799989700317383,-2.799999713897705,10.220000147819519,6.5800003707408905,1.059999968856573,33.36000144481659,0.33599355816841125,0.0,0.722670936204373
ce_head,2,74,36.59999966621399,ce,2.7599990367889404,2.5399982929229736,15.479999780654907,16.380000114440918,1.8600000068545341,62.699997425079346,1.3774750232696533,0.7123378286928265,0.4946216010605528
ce_head,2,74,36.59999966621399,ce_lowlr,11.000001430511475,10.780000686645508,6.440000236034393,15.219999849796295,2.2199999541044235,42.14000105857849,0.524512767791748,0.1650099622574581,0.13735088919710975
ce_head,2,75,36.500000953674316,kd,0.279998779296875,0.0,2.0999999716877937,0.7400000002235174,1.640000008046627,9.920000284910202,0.04046817496418953,0.116987204322767,0.10791035923285934
ce_head,2,75,36.500000953674316,ce_head,-0.8799999952316284,-1.1599987745285034,8.079999685287476,5.939999967813492,1.2600000016391277,29.840001463890076,0.3223254978656769,0.0,0.7504927042512007
ce_head,2,75,36.500000953674316,ce,8.640000224113464,8.36000144481659,12.520000338554382,18.99999976158142,2.160000056028366,60.659998655319214,1.1021775007247925,0.8982977551299647,0.5039222280899183
ce_head,2,75,36.500000953674316,ce_lowlr,8.079999685287476,7.800000905990601,9.520000219345093,15.65999984741211,1.940000057220459,50.40000081062317,0.7208438515663147,0.21397402575333024,0.14641463396667007
ce_head,2,76,36.75999939441681,kd,-0.279998779296875,0.0,2.0800000056624413,0.8200000040233135,0.9800000116229057,8.160000294446945,0.028360843658447266,0.07786337067204116,0.06103766225314079
ce_head,2,76,36.75999939441681,ce_head,-2.4199992418289185,-2.1400004625320435,8.83999988436699,5.68000003695488,0.7400000002235174,30.27999997138977,0.30963513255119324,0.0,0.8593750808777711
ce_head,2,76,36.75999939441681,ce,11.939999461174011,12.219998240470886,10.639999806880951,20.70000022649765,1.8799999728798866,56.199997663497925,0.9002887606620789,0.39505808158497935,0.5908806104203828
ce_head,2,76,36.75999939441681,ce_lowlr,7.06000030040741,7.339999079704285,8.340000361204147,13.899999856948853,1.4999999664723873,43.959999084472656,0.5454052686691284,0.09393989098923472,0.18384794769813825
ce_head,2,77,36.800000071525574,kd,-0.4400014877319336,0.0,2.72000003606081,0.6399999838322401,1.640000008046627,10.14000028371811,0.0459219291806221,0.08937562028774178,0.09981801230837792
ce_head,2,77,36.800000071525574,ce_head,-1.4200001955032349,-0.9799987077713013,6.080000102519989,3.700000047683716,0.9600000455975533,21.379999816417694,0.24418683350086212,0.0,0.7236013221792348
ce_head,2,77,36.800000071525574,ce,14.339998364448547,14.779999852180481,8.83999988436699,20.720000565052032,2.459999918937683,55.59999942779541,0.9688873291015625,0.4165834831806479,0.48314300570878976
ce_head,2,77,36.800000071525574,ce_lowlr,5.779999494552612,6.220000982284546,7.339999824762344,11.500000208616257,1.6200000420212746,38.82000148296356,0.44060438871383667,0.09735283897125199,0.13943546015452252
ce_head,2,78,36.239999532699585,kd,0.5199998617172241,0.0,2.539999969303608,0.6200000178068876,2.4399999529123306,12.1799997985363,0.07227934896945953,0.1294750769136211,0.09009047283526267
ce_head,2,78,36.239999532699585,ce_head,-1.1199980974197388,-1.639997959136963,6.340000033378601,3.799999877810478,1.42000000923872,22.439999878406525,0.2982877790927887,0.0,0.7478235624013144
ce_head,2,78,36.239999532699585,ce,11.480000615119934,10.96000075340271,11.59999966621399,19.740000367164612,3.3399999141693115,59.89999771118164,1.040998101234436,0.799211585770931,0.4722521276189979
ce_head,2,78,36.239999532699585,ce_lowlr,10.899999737739563,10.379999876022339,6.440000236034393,13.819999992847443,3.5199999809265137,42.419999837875366,0.5520880222320557,0.18238244980877558,0.13458116968452474
ce_head,2,79,36.46000027656555,kd,-0.339999794960022,0.0,2.280000038444996,1.1599999852478504,0.7799999788403511,9.26000028848648,0.040332164615392685,0.13594879472672675,0.08063270253974275
