method,model_idx,sigma,repeat,accuracy,loss,acc_drop,loss_increase
CE,4,0.02,1,86.48,0.5169486288070678,0.06999999999999318,-0.0001931519508362456
CE,4,0.02,2,86.62,0.5209548577308655,-0.07000000000000739,0.0038130769729614045
CE,4,0.02,3,86.71,0.5149372311592102,-0.1599999999999966,-0.0022045495986938723
CE,4,0.02,4,86.62,0.5200289579391479,-0.07000000000000739,0.002887177181243872
CE,4,0.05,0,86.13,0.5356704564571381,0.4200000000000017,0.018528675699234
CE,4,0.05,1,86.26,0.5315751359939576,0.28999999999999204,0.014433355236053491
CE,4,0.05,2,86.36,0.5398674013137817,0.18999999999999773,0.02272562055587768
CE,4,0.05,3,86.48,0.5197750922203064,0.06999999999999318,0.00263331146240231
CE,4,0.05,4,86.25,0.5365714388847351,0.29999999999999716,0.019429658126831062
CE,4,0.1,0,84.21,0.6123802503108978,2.3400000000000034,0.09523846955299375
CE,4,0.1,1,84.72,0.6075313433647156,1.8299999999999983,0.09038956260681152
CE,4,0.1,2,84.75,0.6166329875946045,1.7999999999999972,0.09949120683670043
CE,4,0.1,3,85.46,0.5555075404167176,1.0900000000000034,0.0383657596588135
CE,4,0.1,4,84.21,0.6146561346530914,2.3400000000000034,0.09751435389518737
CE,4,0.2,0,74.37,1.0814339344024657,12.179999999999993,0.5642921536445616
CE,4,0.2,1,73.97,1.091696804523468,12.579999999999998,0.574555023765564
CE,4,0.2,2,76.77,0.9984629857063293,9.780000000000001,0.48132120494842523
CE,4,0.2,3,79.76,0.7671886952400208,6.789999999999992,0.2500469144821167
CE,4,0.2,4,73.76,1.1085917754173278,12.789999999999992,0.5914499946594237
CE,5,0.0,0,86.9,0.5270005730628967,0.0,0.0
CE,5,0.01,0,86.76,0.529010186958313,0.14000000000000057,0.002009613895416318
CE,5,0.01,1,86.8,0.5290931707382203,0.10000000000000853,0.0020925976753235487
CE,5,0.01,2,86.84,0.5287227727890015,0.060000000000002274,0.0017221997261047672
CE,5,0.01,3,86.88,0.5270476276397705,0.020000000000010232,4.705457687381731e-05
CE,5,0.01,4,86.83,0.5282875179290771,0.07000000000000739,0.0012869448661804173
CE,5,0.02,0,86.72,0.5328606308937073,0.18000000000000682,0.005860057830810561
CE,5,0.02,1,86.66,0.533950923538208,0.2400000000000091,0.00695035047531134
CE,5,0.02,2,86.77,0.5333343523025512,0.13000000000000966,0.006333779239654502
CE,5,0.02,3,86.97,0.528695248222351,-0.06999999999999318,0.0016946751594543175
CE,5,0.02,4,86.58,0.5322839530944824,0.3200000000000074,0.005283380031585683
CE,5,0.05,0,86.13,0.5561020807266235,0.7700000000000102,0.029101507663726767
CE,5,0.05,1,85.66,0.5684916774749755,1.240000000000009,0.041491104412078816
CE,5,0.05,2,85.92,0.5667317048072815,0.980000000000004,0.03973113174438481
CE,5,0.05,3,86.52,0.5417643441200256,0.38000000000000966,0.014763771057128894
CE,5,0.05,4,85.91,0.5622823247909546,0.9900000000000091,0.03528175172805792
CE,5,0.1,0,83.86,0.6478340956687927,3.0400000000000063,0.12083352260589597
CE,5,0.1,1,82.6,0.7102810371398925,4.300000000000011,0.18328046407699583
CE,5,0.1,2,82.76,0.7069118099212647,4.140000000000001,0.17991123685836796
CE,5,0.1,3,85.36,0.5925432717323303,1.5400000000000063,0.06554269866943363
CE,5,0.1,4,82.77,0.6779964656829834,4.13000000000001,0.15099589262008672
CE,5,0.2,0,73.12,1.1792046780586243,13.780000000000001,0.6522041049957276
CE,5,0.2,1,68.03,1.4370663721084596,18.870000000000005,0.9100657990455628
CE,5,0.2,2,68.05,1.5932007446289063,18.85000000000001,1.0662001715660097
CE,5,0.2,3,79.66,0.8357388877868652,7.240000000000009,0.3087383147239685
CE,5,0.2,4,71.21,1.2144863117218017,15.690000000000012,0.6874857386589049
CE,6,0.0,0,86.23,0.531722774887085,0.0,0.0
CE,6,0.01,0,86.14,0.5339265191078186,0.09000000000000341,0.002203744220733661
CE,6,0.01,1,86.26,0.5300685585021973,-0.030000000000001137,-0.001654216384887719
CE,6,0.01,2,86.15,0.5304355174064637,0.0799999999999983,-0.0012872574806213066
CE,6,0.01,3,86.1,0.5340527280807496,0.13000000000000966,0.00232995319366458
CE,6,0.01,4,86.25,0.5330389931678772,-0.01999999999999602,0.001316218280792203
CE,6,0.02,0,86.06,0.5372629179000854,0.1700000000000017,0.0055401430130004314
CE,6,0.02,1,86.26,0.5303312600135803,-0.030000000000001137,-0.00139151487350464
CE,6,0.02,2,86.32,0.5313082243919373,-0.0899999999999892,-0.00041455049514771414
CE,6,0.02,3,86.04,0.5381883845329285,0.18999999999999773,0.006465609645843529
CE,6,0.02,4,86.24,0.5373926542282105,-0.009999999999990905,0.0056698793411255055
CE,6,0.05,0,85.95,0.5558760278701782,0.28000000000000114,0.024153252983093232
CE,6,0.05,1,85.79,0.5441752215385437,0.4399999999999977,0.012452446651458726
CE,6,0.05,2,85.99,0.5467129794120789,0.2400000000000091,0.014990204524993889
CE,6,0.05,3,85.55,0.5630724400520325,0.6800000000000068,0.03134966516494753
CE,6,0.05,4,85.55,0.5698832035541535,0.6800000000000068,0.03816042866706848
CE,6,0.1,0,84.85,0.6171957852363587,1.3800000000000097,0.08547301034927368
CE,6,0.1,1,84.06,0.6155118447303772,2.1700000000000017,0.08378906984329226
CE,6,0.1,2,84.18,0.6210934163093567,2.049999999999997,0.08937064142227169
CE,6,0.1,3,83.56,0.6490736187934876,2.6700000000000017,0.1173508439064026
CE,6,0.1,4,82.85,0.6976433145523071,3.3800000000000097,0.16592053966522213
CE,6,0.2,0,79.23,0.8901039809226989,7.0,0.35838120603561396
CE,6,0.2,1,75.19,1.0043397503852844,11.040000000000006,0.4726169754981995
CE,6,0.2,2,75.64,1.044227060508728,10.590000000000003,0.5125042856216431
CE,6,0.2,3,73.84,1.0882330495834351,12.39,0.5565102746963502
CE,6,0.2,4,69.75,1.418481717300415,16.480000000000004,0.88675894241333
CE,7,0.0,0,86.56,0.526361045885086,0.0,0.0
CE,7,0.01,0,86.58,0.5254256303787231,-0.01999999999999602,-0.0009354155063628911
CE,7,0.01,1,86.48,0.5263445087432861,0.0799999999999983,-1.653714179994381e-05
CE,7,0.01,2,86.51,0.5259611197471619,0.04999999999999716,-0.000399926137924167
CE,7,0.01,3,86.62,0.5263241049289703,-0.060000000000002274,-3.694095611572745e-05
CE,7,0.01,4,86.61,0.52612818441391,-0.04999999999999716,-0.00023286147117607126
CE,7,0.02,0,86.3,0.5272666776657104,0.2600000000000051,0.0009056317806244163
CE,7,0.02,1,86.33,0.5278559771060943,0.23000000000000398,0.0014949312210083
CE,7,0.02,2,86.36,0.5272401988983154,0.20000000000000284,0.0008791530132293834
CE,7,0.02,3,86.5,0.5282259970664978,0.060000000000002274,0.0018649511814117226
CE,7,0.02,4,86.67,0.5269158617973327,-0.10999999999999943,0.0005548159122467089
CE,7,0.05,0,85.69,0.550597811794281,0.8700000000000045,0.02423676590919499
CE,7,0.05,1,85.94,0.5425308502197266,0.6200000000000045,0.016169804334640547
CE,7,0.05,2,86.24,0.5395775157928466,0.3200000000000074,0.013216469907760597
CE,7,0.05,3,86.16,0.5467782072067261,0.4000000000000057,0.020417161321640065
CE,7,0.05,4,86.3,0.5373874164581299,0.2600000000000051,0.011026370573043898
CE,7,0.1,0,83.17,0.6508795640945435,3.3900000000000006,0.12451851820945747
CE,7,0.1,1,84.2,0.6090249974727631,2.3599999999999994,0.08266395158767703
CE,7,0.1,2,85.06,0.5886562442779542,1.5,0.06229519839286812
CE,7,0.1,3,84.37,0.6237485342979431,2.1899999999999977,0.09738748841285705
CE,7,0.1,4,84.55,0.5883933913230897,2.010000000000005,0.06203234543800362
CE,7,0.2,0,73.04,1.1050631601333618,13.519999999999996,0.5787021142482758
CE,7,0.2,1,75.91,0.9666881436347962,10.650000000000006,0.44032709774971013
CE,7,0.2,2,78.61,0.8835996267318725,7.950000000000003,0.3572385808467865
CE,7,0.2,3,75.64,1.0180348892211915,10.920000000000002,0.4916738433361054
CE,7,0.2,4,77.2,0.8723582668304444,9.36,0.34599722094535834
CE,8,0.0,0,86.59,0.520685048532486,0.0,0.0
CE,8,0.01,0,86.68,0.5215959016084671,-0.09000000000000341,0.0009108530759811551
CE,8,0.01,1,86.61,0.5207013523101807,-0.01999999999999602,1.630377769468172e-05
CE,8,0.01,2,86.72,0.5214731082439422,-0.12999999999999545,0.0007880597114562349
CE,8,0.01,3,86.62,0.5220943698644638,-0.030000000000001137,0.0014093213319777975
CE,8,0.01,4,86.67,0.5228497591495513,-0.0799999999999983,0.0021647106170653574
CE,8,0.02,0,86.51,0.5246498634815216,0.0799999999999983,0.0039648149490356666
CE,8,0.02,1,86.35,0.5223929550170898,0.2400000000000091,0.0017079064846038383
CE,8,0.02,2,86.53,0.5243998437404632,0.060000000000002274,0.0037147952079772395
CE,8,0.02,3,86.61,0.5260191581249237,-0.01999999999999602,0.005334109592437741
CE,8,0.02,4,86.54,0.5271633165359497,0.04999999999999716,0.0064782680034637385
CE,8,0.05,0,86.33,0.5458926473140716,0.2600000000000051,0.025207598781585627
CE,8,0.05,1,85.96,0.5390192678928375,0.6300000000000097,0.01833421936035151
CE,8,0.05,2,85.97,0.5449266706466674,0.6200000000000045,0.02424162211418146
CE,8,0.05,3,85.76,0.5537991060018539,0.8299999999999983,0.03311405746936791
CE,8,0.05,4,86.21,0.5526693918466568,0.38000000000000966,0.03198434331417077
CE,8,0.1,0,84.71,0.6211860747814179,1.8800000000000097,0.10050102624893187
CE,8,0.1,1,84.33,0.6038806772232056,2.260000000000005,0.08319562869071961
CE,8,0.1,2,84.34,0.6130738029479981,2.25,0.09238875441551209
CE,8,0.1,3,83.66,0.652452418923378,2.930000000000007,0.13176737039089204
CE,8,0.1,4,84.47,0.63611645154953,2.1200000000000045,0.11543140301704402
CE,8,0.2,0,77.71,0.9517797035217285,8.88000000000001,0.4310946549892425
CE,8,0.2,1,75.98,0.94482135887146,10.61,0.42413631033897403
CE,8,0.2,2,76.29,0.9505345985412598,10.299999999999997,0.4298495500087738
CE,8,0.2,3,73.5,1.1385022767066955,13.090000000000003,0.6178172281742095
CE,8,0.2,4,77.03,0.9859684484481811,9.560000000000002,0.4652833999156951
CE,9,0.0,0,86.36,0.5405205785036087,0.0,0.0
CE,9,0.01,0,86.35,0.5412203769922257,0.010000000000005116,0.0006997984886170094
CE,9,0.01,1,86.42,0.5414533972024917,-0.060000000000002274,0.0009328186988830645
CE,9,0.01,2,86.37,0.541079156255722,-0.010000000000005116,0.0005585777521133206
CE,9,0.01,3,86.46,0.5430078716516494,-0.09999999999999432,0.002487293148040748
CE,9,0.01,4,86.39,0.5427973331451416,-0.030000000000001137,0.0022767546415328743
CE,9,0.02,0,86.31,0.5437722259998321,0.04999999999999716,0.00325164749622342
CE,9,0.02,1,86.45,0.5437966255903244,-0.09000000000000341,0.0032760470867156943
CE,9,0.02,2,86.33,0.5434515569448471,0.030000000000001137,0.002930978441238463
CE,9,0.02,3,86.31,0.5481076987266541,0.04999999999999716,0.007587120223045418
CE,9,0.02,4,86.31,0.5472269151449204,0.04999999999999716,0.006706336641311705
CE,9,0.05,0,85.95,0.5623922498226166,0.4099999999999966,0.021871671319007913
CE,9,0.05,1,86.15,0.5598345528125763,0.20999999999999375,0.01931397430896764
CE,9,0.05,2,85.92,0.5602800454378128,0.4399999999999977,0.019759466934204162
CE,9,0.05,3,85.75,0.580364166879654,0.6099999999999994,0.03984358837604529
CE,9,0.05,4,85.84,0.5724443247556686,0.519999999999996,0.03192374625205996
CE,9,0.1,0,84.73,0.6295535481929779,1.6299999999999955,0.08903296968936925
CE,9,0.1,1,84.66,0.6245711421966553,1.7000000000000028,0.08405056369304664
CE,9,0.1,2,84.23,0.6295295403003692,2.1299999999999955,0.08900896179676054
CE,9,0.1,3,83.27,0.6976571022510528,3.0900000000000034,0.15713652374744413
CE,9,0.1,4,84.01,0.6557538246631622,2.3499999999999943,0.11523324615955355
CE,9,0.2,0,76.97,0.9808041417121888,9.39,0.4402835632085801
CE,9,0.2,1,76.06,1.0040177909851074,10.299999999999997,0.46349721248149867
CE,9,0.2,2,76.66,0.9844038002729416,9.700000000000003,0.4438832217693329
CE,9,0.2,3,72.44,1.2612024938583375,13.920000000000002,0.7206819153547288
CE,9,0.2,4,74.33,1.071618504333496,12.030000000000001,0.5310979258298874
KD,1,0.0,0,87.26,0.5131960420131684,0.0,0.0
KD,1,0.01,0,87.21,0.5149285187244416,0.05000000000001137,0.0017324767112731898
KD,1,0.01,1,87.33,0.515462009716034,-0.06999999999999318,0.002265967702865579
KD,1,0.01,2,87.21,0.515176873922348,0.05000000000001137,0.0019808319091796367
KD,1,0.01,3,87.33,0.51489187541008,-0.06999999999999318,0.0016958333969115946
KD,1,0.01,4,87.15,0.5185615878105163,0.10999999999999943,0.005365545797347937
KD,1,0.02,0,87.3,0.5184291434764862,-0.03999999999999204,0.005233101463317791
KD,1,0.02,1,87.27,0.5192725568771362,-0.009999999999990905,0.0060765148639678745
KD,1,0.02,2,87.14,0.5184974732875824,0.12000000000000455,0.00530143127441407
KD,1,0.02,3,87.3,0.5182931495189667,-0.03999999999999204,0.005097107505798282
KD,1,0.02,4,86.99,0.5267742105484009,0.27000000000001023,0.013578168535232527
KD,1,0.05,0,86.87,0.5387776932716369,0.39000000000000057,0.025581651258468563
KD,1,0.05,1,87.11,0.5399398971557617,0.15000000000000568,0.026743855142593365
KD,1,0.05,2,86.95,0.5365893845558166,0.3100000000000023,0.023393342542648243
KD,1,0.05,3,86.66,0.5395132245540619,0.6000000000000085,0.026317182540893547
KD,1,0.05,4,86.27,0.5674604073524475,0.9900000000000091,0.05426436533927914
KD,1,0.1,0,85.1,0.6172479294776917,2.160000000000011,0.10405188746452332
KD,1,0.1,1,85.69,0.6088639324188232,1.5700000000000074,0.09566789040565482
KD,1,0.1,2,85.68,0.5968235811233521,1.5799999999999983,0.08362753911018372
KD,1,0.1,3,85.01,0.6173834086418152,2.25,0.1041873666286468
KD,1,0.1,4,83.7,0.6858944660663605,3.5600000000000023,0.17269842405319213
KD,1,0.2,0,76.55,1.0378577822685242,10.710000000000008,0.5246617402553558
KD,1,0.2,1,79.57,0.9003593737602233,7.690000000000012,0.387163331747055
KD,1,0.2,2,79.45,0.9045900625228882,7.810000000000002,0.39139402050971983
KD,1,0.2,3,74.5,1.0869995121002198,12.760000000000005,0.5738034700870515
KD,1,0.2,4,71.38,1.275370059967041,15.88000000000001,0.7621740179538726
KD,2,0.0,0,87.45,0.5003161710262298,0.0,0.0
KD,2,0.01,0,87.37,0.5023683724403382,0.0799999999999983,0.0020522014141083345
KD,2,0.01,1,87.43,0.5020505916833877,0.01999999999999602,0.001734420657157898
KD,2,0.01,2,87.46,0.5024274322032929,-0.009999999999990905,0.002111261177063062
KD,2,0.01,3,87.24,0.5023639071941376,0.21000000000000796,0.0020477361679077655
KD,2,0.01,4,87.56,0.5024097810268402,-0.10999999999999943,0.0020936100006103686
KD,2,0.02,0,87.35,0.5054658764839173,0.10000000000000853,0.005149705457687448
KD,2,0.02,1,87.39,0.5051904294490814,0.060000000000002274,0.004874258422851607
KD,2,0.02,2,87.36,0.5055196723937988,0.09000000000000341,0.0052035013675689745
KD,2,0.02,3,87.13,0.5071523735046387,0.3200000000000074,0.0068362024784088815
KD,2,0.02,4,87.4,0.5063220439434052,0.04999999999999716,0.006005872917175359
KD,2,0.05,0,87.05,0.5218020278692246,0.4000000000000057,0.021485856842994755
KD,2,0.05,1,87.07,0.5223852242469788,0.38000000000000966,0.022069053220748924
KD,2,0.05,2,87.1,0.5212843095779419,0.3500000000000085,0.02096813855171209
KD,2,0.05,3,86.53,0.5373188124895096,0.9200000000000017,0.037002641463279806
KD,2,0.05,4,86.97,0.5293641167402268,0.480000000000004,0.029047945713996937
KD,2,0.1,0,85.87,0.5714069444537163,1.5799999999999983,0.07109077342748649
KD,2,0.1,1,86.03,0.5808231246471405,1.4200000000000017,0.08050695362091065
KD,2,0.1,2,86.02,0.5695498178243638,1.4300000000000068,0.06923364679813393
KD,2,0.1,3,84.33,0.6439676553249359,3.1200000000000045,0.1436514842987061
KD,2,0.1,4,85.34,0.6072345815300941,2.1099999999999994,0.1069184105038643
KD,2,0.2,0,80.71,0.7892697992563248,6.740000000000009,0.28895362823009496
KD,2,0.2,1,79.06,0.9032452527999878,8.39,0.40292908177375797
KD,2,0.2,2,81.2,0.7936744378328323,6.25,0.2933582668066025
KD,2,0.2,3,74.2,1.1543683185577394,13.25,0.6540521475315095
KD,2,0.2,4,75.91,1.070137782406807,11.540000000000006,0.5698216113805772
KD,3,0.0,0,87.37,0.507401434469223,0.0,0.0
KD,3,0.01,0,87.38,0.5061156659364701,-0.009999999999990905,-0.0012857685327529733
KD,3,0.01,1,87.38,0.5091071232557297,-0.009999999999990905,0.001705688786506676
KD,3,0.01,2,87.26,0.5079113024473191,0.10999999999999943,0.0005098679780960458
KD,3,0.01,3,87.23,0.5100045638084412,0.14000000000000057,0.0026031293392181354
KD,3,0.01,4,87.22,0.5113140547752381,0.15000000000000568,0.003912620306015024
KD,3,0.02,0,87.34,0.5076331679344177,0.030000000000001137,0.0002317334651946723
KD,3,0.02,1,87.25,0.5123417367696762,0.12000000000000455,0.00494030230045317
KD,3,0.02,2,87.32,0.5103324447154999,0.05000000000001137,0.002931010246276844
KD,3,0.02,3,87.13,0.5136651937246323,0.2400000000000091,0.006263759255409229
KD,3,0.02,4,87.06,0.5184773170232773,0.3100000000000023,0.011075882554054228
KD,3,0.05,0,86.72,0.5304190457582474,0.6500000000000057,0.023017611289024353
KD,3,0.05,1,86.73,0.53038197016716,0.6400000000000006,0.02298053569793701
KD,3,0.05,2,86.81,0.5281517895460128,0.5600000000000023,0.020750355076789795
KD,3,0.05,3,86.79,0.532139247751236,0.5799999999999983,0.024737813282012966
KD,3,0.05,4,86.41,0.56108562002182,0.960000000000008,0.05368418555259702
KD,3,0.1,0,84.41,0.646663476228714,2.960000000000008,0.13926204175949097
KD,3,0.1,1,85.27,0.5978769032001495,2.1000000000000085,0.09047546873092649
KD,3,0.1,2,85.12,0.5952304800510406,2.25,0.08782904558181759
KD,3,0.1,3,85.54,0.5897692770957946,1.8299999999999983,0.0823678426265716
KD,3,0.1,4,83.67,0.7214415174484253,3.700000000000003,0.2140400829792023
KD,3,0.2,0,71.76,1.3398944051742554,15.61,0.8324929707050324
KD,3,0.2,1,76.65,0.9933359178543091,10.719999999999999,0.48593448338508605
KD,3,0.2,2,78.16,0.8921170055389405,9.210000000000008,0.38471557106971743
KD,3,0.2,3,78.74,0.8686381960868835,8.63000000000001,0.3612367616176605
KD,3,0.2,4,66.4,1.7348630439758301,20.97,1.227461609506607
KD,4,0.0,0,87.01,0.5209272759437561,0.0,0.0
KD,4,0.01,0,86.99,0.5206184830665589,0.020000000000010232,-0.00030879287719720594
KD,4,0.01,1,86.94,0.5248242883682251,0.07000000000000739,0.0038970124244690485
KD,4,0.01,2,87.06,0.5205458304405213,-0.04999999999999716,-0.00038144550323482296
KD,4,0.01,3,86.85,0.520807593536377,0.1600000000000108,-0.00011968240737914027
KD,4,0.01,4,86.91,0.5209658405303955,0.10000000000000853,3.8564586639422416e-05
KD,4,0.02,0,86.92,0.5227878775119782,0.09000000000000341,0.0018606015682220978
KD,4,0.02,1,86.81,0.5300698225975037,0.20000000000000284,0.009142546653747585
KD,4,0.02,2,87.01,0.5216273121833801,0.0,0.0007000362396240023
KD,4,0.02,3,86.81,0.5229720051765442,0.20000000000000284,0.0020447292327880895
KD,4,0.02,4,86.9,0.5226240468025207,0.10999999999999943,0.001696770858764629
KD,4,0.05,0,86.46,0.543763879609108,0.5500000000000114,0.022836603665351896
KD,4,0.05,1,86.6,0.553453551197052,0.4100000000000108,0.03252627525329588
KD,4,0.05,2,86.62,0.5346016387939453,0.39000000000000057,0.013674362850189192
KD,4,0.05,3,86.53,0.5418149920463562,0.480000000000004,0.020887716102600096
KD,4,0.05,4,86.47,0.5377895557403565,0.5400000000000063,0.016862279796600377
KD,4,0.1,0,84.03,0.6356390189528466,2.980000000000004,0.11471174300909048
KD,4,0.1,1,85.39,0.6169432752609253,1.6200000000000045,0.0960159993171692
KD,4,0.1,2,85.19,0.5883648074150085,1.8200000000000074,0.06743753147125242
KD,4,0.1,3,84.61,0.6156603200912476,2.4000000000000057,0.09473304414749151
KD,4,0.1,4,85.01,0.5978234324455262,2.0,0.07689615650177006
KD,4,0.2,0,72.78,1.1898138701438903,14.230000000000004,0.6688865942001342
KD,4,0.2,1,81.04,0.8548914722442627,5.969999999999999,0.33396419630050656
KD,4,0.2,2,79.49,0.8186911216735839,7.52000000000001,0.29776384572982784
KD,4,0.2,3,76.61,0.975994966506958,10.400000000000006,0.45506769056320195
KD,4,0.2,4,78.33,0.8905259443283081,8.680000000000007,0.369598668384552
KD,5,0.0,0,87.13,0.4982767951488495,0.0,0.0
KD,5,0.01,0,87.04,0.5000790452480316,0.0899999999999892,0.0018022500991821122
KD,5,0.01,1,87.15,0.49792639875411987,-0.020000000000010232,-0.0003503963947296129
KD,5,0.01,2,87.06,0.499461998462677,0.06999999999999318,0.001185203313827543
KD,5,0.01,3,87.1,0.49980676512718203,0.030000000000001137,0.001529969978332546
KD,5,0.01,4,87.1,0.49762098617553713,0.030000000000001137,-0.0006558089733123551
KD,5,0.02,0,86.98,0.504180260515213,0.14999999999999147,0.005903465366363547
KD,5,0.02,1,87.22,0.49882676491737366,-0.09000000000000341,0.0005499697685241722
KD,5,0.02,2,87.07,0.5030167572021484,0.060000000000002274,0.004739962053298963
KD,5,0.02,3,87.08,0.502670425748825,0.04999999999999716,0.004393630599975551
KD,5,0.02,4,87.23,0.49880317025184634,-0.10000000000000853,0.0005263751029968566
KD,5,0.05,0,86.56,0.5300469877719879,0.5699999999999932,0.031770192623138405
KD,5,0.05,1,87.03,0.512426285123825,0.09999999999999432,0.01414948997497556
KD,5,0.05,2,86.58,0.5265763962268829,0.5499999999999972,0.02829960107803342
KD,5,0.05,3,86.86,0.5185595963478088,0.269999999999996,0.02028280119895931
KD,5,0.05,4,86.76,0.5120434480667114,0.36999999999999034,0.013766652917861943
KD,5,0.1,0,85.0,0.6230081849098206,2.1299999999999955,0.12473138976097109
KD,5,0.1,1,85.52,0.5773795874595642,1.6099999999999994,0.07910279231071471
KD,5,0.1,2,85.08,0.6125712908744813,2.049999999999997,0.11429449572563177
KD,5,0.1,3,85.8,0.5705475058555604,1.3299999999999983,0.07227071070671087
KD,5,0.1,4,85.24,0.5705535908460617,1.8900000000000006,0.07227679569721224
KD,5,0.2,0,76.38,1.0660921476364136,10.75,0.5678153524875641
KD,5,0.2,1,78.66,0.9025557600021362,8.469999999999999,0.40427896485328674
KD,5,0.2,2,77.44,1.0208977255344391,9.689999999999998,0.5226209303855897
KD,5,0.2,3,79.29,0.8183736705780029,7.839999999999989,0.32009687542915344
KD,5,0.2,4,78.25,0.8751969470024109,8.879999999999995,0.3769201518535614
KD,6,0.0,0,87.48,0.5068936639785767,0.0,0.0
KD,6,0.01,0,87.47,0.5089245445728302,0.010000000000005116,0.0020308805942534924
KD,6,0.01,1,87.43,0.5080177166461944,0.04999999999999716,0.0011240526676177254
KD,6,0.01,2,87.39,0.5090431802749634,0.09000000000000341,0.002149516296386711
KD,6,0.01,3,87.54,0.5062862502574921,-0.060000000000002274,-0.0006074137210846375
KD,6,0.01,4,87.39,0.5073166907787323,0.09000000000000341,0.00042302680015560146
KD,6,0.02,0,87.3,0.5125433755874633,0.18000000000000682,0.0056497116088866095
KD,6,0.02,1,87.36,0.510480131149292,0.12000000000000455,0.003586467170715313
KD,6,0.02,2,87.36,0.513202887916565,0.12000000000000455,0.006309223937988273
KD,6,0.02,3,87.4,0.5072017168521881,0.0799999999999983,0.00030805287361135303
KD,6,0.02,4,87.28,0.5095719347000122,0.20000000000000284,0.0026782707214354495
KD,6,0.05,0,86.73,0.5315693185329438,0.75,0.024675654554367044
KD,6,0.05,1,87.05,0.5267561741828919,0.4300000000000068,0.019862510204315176
KD,6,0.05,2,86.77,0.538278188419342,0.710000000000008,0.03138452444076534
KD,6,0.05,3,87.07,0.5184677704811096,0.4100000000000108,0.011574106502532877
KD,6,0.05,4,86.76,0.5261331656455993,0.7199999999999989,0.019239501667022596
KD,6,0.1,0,85.54,0.587438982963562,1.9399999999999977,0.08054531898498529
KD,6,0.1,1,85.68,0.5802482069015503,1.7999999999999972,0.07335454292297361
KD,6,0.1,2,84.69,0.630817063331604,2.7900000000000063,0.12392339935302732
KD,6,0.1,3,85.73,0.5651548560142517,1.75,0.058261192035675036
KD,6,0.1,4,85.53,0.5863202040195465,1.9500000000000028,0.07942654004096983
KD,6,0.2,0,80.0,0.8178273426055909,7.480000000000004,0.31093367862701415
KD,6,0.2,1,80.86,0.8232390278816223,6.6200000000000045,0.3163453639030456
KD,6,0.2,2,75.22,1.145158546257019,12.260000000000005,0.6382648822784424
KD,6,0.2,3,79.67,0.792540231513977,7.810000000000002,0.2856465675354003
KD,6,0.2,4,78.89,0.8490945761680603,8.590000000000003,0.34220091218948356
KD,7,0.0,0,87.27,0.5194727747440339,0.0,0.0
KD,7,0.01,0,87.24,0.5215550720214843,0.030000000000001137,0.0020822972774504622
KD,7,0.01,1,87.22,0.5207421892166137,0.04999999999999716,0.0012694144725798884
KD,7,0.01,2,87.26,0.5173050205230713,0.009999999999990905,-0.0021677542209626033
KD,7,0.01,3,87.18,0.5223304326057434,0.0899999999999892,0.0028576578617095505
KD,7,0.01,4,87.17,0.518850949716568,0.09999999999999432,-0.0006218250274658832
KD,7,0.02,0,87.15,0.5256859412193299,0.11999999999999034,0.006213166475296017
KD,7,0.02,1,87.08,0.5235962850570679,0.18999999999999773,0.00412351031303404
KD,7,0.02,2,87.24,0.5166756621837616,0.030000000000001137,-0.0027971125602722635
KD,7,0.02,3,87.19,0.5259487325191498,0.0799999999999983,0.0064759577751158925
KD,7,0.02,4,87.17,0.5192916589260101,0.09999999999999432,-0.0001811158180237138
KD,7,0.05,0,86.54,0.550727001619339,0.7299999999999898,0.0312542268753051
KD,7,0.05,1,86.62,0.5453867413520813,0.6499999999999915,0.025913966608047456
KD,7,0.05,2,86.96,0.523331068944931,0.3100000000000023,0.0038582942008971166
KD,7,0.05,3,86.76,0.5420870886325836,0.5099999999999909,0.02261431388854973
KD,7,0.05,4,86.83,0.5265508656024933,0.4399999999999977,0.0070780908584594515
KD,7,0.1,0,84.75,0.6329414723396302,2.519999999999996,0.1134686975955963
KD,7,0.1,1,85.13,0.6294721541881562,2.1400000000000006,0.1099993794441223
KD,7,0.1,2,85.83,0.5612845783233642,1.4399999999999977,0.04181180357933034
KD,7,0.1,3,85.74,0.5879361557006836,1.5300000000000011,0.06846338095664972
KD,7,0.1,4,85.78,0.5643344327449799,1.4899999999999949,0.04486165800094599
KD,7,0.2,0,76.72,0.9884494376659393,10.549999999999997,0.46897666292190543
KD,7,0.2,1,76.84,1.0590860273838043,10.429999999999993,0.5396132526397704
KD,7,0.2,2,80.67,0.7463517673492431,6.599999999999994,0.22687899260520927
KD,7,0.2,3,81.01,0.7864564350128174,6.259999999999991,0.2669836602687835
KD,7,0.2,4,80.32,0.7803693635940552,6.950000000000003,0.2608965888500213
KD,8,0.0,0,86.93,0.5340623510837554,0.0,0.0
KD,8,0.01,0,87.05,0.5359791723251343,-0.11999999999999034,0.0019168212413788188
KD,8,0.01,1,86.95,0.5348371423244477,-0.01999999999999602,0.0007747912406922408
KD,8,0.01,2,86.86,0.5364801533699035,0.07000000000000739,0.002417802286148074
KD,8,0.01,3,86.99,0.5341391304492951,-0.05999999999998806,7.677936553962539e-05
KD,8,0.01,4,86.92,0.5367805558681488,0.010000000000005116,0.00271820478439333
