group,seed,round_index,relative_round,phase,val_acc,delta_acc,cos_ce_kl,g_ce_norm,g_kl_norm
0.1,123,153,53,ce,86.82,0.03999999999999204,0.4091615080833435,0.6831712126731873,1.2946383953094482
0.1,123,154,54,ce,86.8,-0.01999999999999602,0.4087224006652832,0.6844632625579834,1.2954051494598389
0.1,123,155,55,ce,87.02,0.21999999999999886,0.4081876277923584,0.6837999820709229,1.2930619716644287
0.1,123,156,56,ce,86.58,-0.4399999999999977,0.4084233045578003,0.6833673715591431,1.2908276319503784
0.1,123,157,57,ce,86.78,0.20000000000000284,0.40894100069999695,0.6833537220954895,1.2911189794540405
0.1,123,158,58,ce,86.78,0.0,0.4099544584751129,0.6837551593780518,1.2915104627609253
0.1,123,159,59,ce,87.0,0.21999999999999886,0.409966379404068,0.6831990480422974,1.292145848274231
0.1,123,160,60,ce,86.68,-0.3199999999999932,0.41059306263923645,0.6841645836830139,1.2927495241165161
0.1,1337,1,-99,kl,38.98,26.72,0.3053724765777588,0.5174871683120728,1.7433096170425415
0.1,1337,2,-98,kl,47.68,8.700000000000003,0.45168814063072205,0.3498968183994293,1.8393234014511108
0.1,1337,3,-97,kl,47.42,-0.259999999999998,0.26886510848999023,0.30679306387901306,1.7729108333587646
0.1,1337,4,-96,kl,62.16,14.739999999999995,0.29761630296707153,0.3564891517162323,1.5183147192001343
0.1,1337,5,-95,kl,63.22,1.0600000000000023,0.36571475863456726,0.41211628913879395,1.509676218032837
0.1,1337,6,-94,kl,66.12,2.9000000000000057,0.36716270446777344,0.36350953578948975,1.5211174488067627
0.1,1337,7,-93,kl,65.96,-0.1600000000000108,0.5357942581176758,0.48321864008903503,1.4752426147460938
0.1,1337,8,-92,kl,70.5,4.540000000000006,0.38276877999305725,0.4100571274757385,1.5358673334121704
0.1,1337,9,-91,kl,71.68,1.1800000000000068,0.3667646646499634,0.38803499937057495,1.1278517246246338
0.1,1337,10,-90,kl,71.26,-0.4200000000000017,0.5233529806137085,0.4319765269756317,1.427156925201416
0.1,1337,11,-89,kl,72.4,1.1400000000000006,0.388496994972229,0.3886794447898865,1.3986918926239014
0.1,1337,12,-88,kl,73.24,0.8399999999999892,0.4169815182685852,0.4224691689014435,1.2900747060775757
0.1,1337,13,-87,kl,74.02,0.7800000000000011,0.3234714865684509,0.3838885724544525,1.2234405279159546
0.1,1337,14,-86,kl,74.78,0.7600000000000051,0.44936472177505493,0.42530420422554016,1.1837013959884644
0.1,1337,15,-85,kl,75.3,0.519999999999996,0.42344456911087036,0.4167102575302124,1.1737374067306519
0.1,1337,16,-84,kl,75.76,0.46000000000000796,0.30318140983581543,0.3427059054374695,1.2814135551452637
0.1,1337,17,-83,kl,74.82,-0.9400000000000119,0.35942739248275757,0.4111231565475464,1.2706331014633179
0.1,1337,18,-82,kl,74.3,-0.519999999999996,0.5677698850631714,0.4737894535064697,1.3500086069107056
0.1,1337,19,-81,kl,77.58,3.280000000000001,0.327004611492157,0.34650227427482605,1.1674410104751587
0.1,1337,20,-80,kl,77.14,-0.4399999999999977,0.4531989097595215,0.40012994408607483,1.0631167888641357
0.1,1337,21,-79,kl,74.72,-2.4200000000000017,0.45331019163131714,0.4419710040092468,1.3687686920166016
0.1,1337,22,-78,kl,76.42,1.7000000000000028,0.5007975101470947,0.4256657063961029,1.3848854303359985
0.1,1337,23,-77,kl,75.38,-1.0400000000000063,0.4717745780944824,0.41752883791923523,1.1880651712417603
0.1,1337,24,-76,kl,77.92,2.5400000000000063,0.31224173307418823,0.3569939434528351,1.2325037717819214
0.1,1337,25,-75,kl,77.62,-0.29999999999999716,0.5753062963485718,0.46053606271743774,1.2840158939361572
0.1,1337,26,-74,kl,77.6,-0.020000000000010232,0.5572941303253174,0.4507372975349426,1.0919302701950073
0.1,1337,27,-73,kl,77.18,-0.4199999999999875,0.34692293405532837,0.35700011253356934,1.22465181350708
0.1,1337,28,-72,kl,79.46,2.279999999999987,0.40417391061782837,0.40425872802734375,1.0780372619628906
0.1,1337,29,-71,kl,77.56,-1.8999999999999915,0.5823390483856201,0.45064347982406616,1.3655288219451904
0.1,1337,30,-70,kl,76.56,-1.0,0.38506269454956055,0.3831072747707367,1.1701878309249878
0.1,1337,31,-69,kl,79.2,2.6400000000000006,0.5268886089324951,0.45010074973106384,1.5614829063415527
0.1,1337,32,-68,kl,77.12,-2.0799999999999983,0.3798764944076538,0.3989807665348053,1.291199803352356
0.1,1337,33,-67,kl,77.84,0.7199999999999989,0.35714587569236755,0.3426719903945923,1.3455185890197754
0.1,1337,34,-66,kl,75.24,-2.6000000000000085,0.6779836416244507,0.5463998913764954,1.429568886756897
0.1,1337,35,-65,kl,76.42,1.1800000000000068,0.5084538459777832,0.4783191382884979,1.3580090999603271
0.1,1337,36,-64,kl,76.98,0.5600000000000023,0.5430219769477844,0.5018699169158936,1.239970088005066
0.1,1337,37,-63,kl,79.1,2.1199999999999903,0.41790148615837097,0.39433753490448,1.1689152717590332
0.1,1337,38,-62,kl,76.42,-2.6799999999999926,0.6959050893783569,0.5860868692398071,1.4078984260559082
0.1,1337,39,-61,kl,77.68,1.2600000000000051,0.48681607842445374,0.46327173709869385,1.104741096496582
0.1,1337,40,-60,kl,78.16,0.47999999999998977,0.5296903848648071,0.48938554525375366,1.1162574291229248
0.1,1337,41,-59,kl,78.64,0.480000000000004,0.4880634844303131,0.4275888204574585,1.1312633752822876
0.1,1337,42,-58,kl,79.18,0.5400000000000063,0.5953938961029053,0.5002197027206421,1.151896357536316
0.1,1337,43,-57,kl,80.22,1.039999999999992,0.46886417269706726,0.40884679555892944,1.0747184753417969
0.1,1337,44,-56,kl,77.98,-2.239999999999995,0.37290018796920776,0.3956829905509949,1.1452897787094116
0.1,1337,45,-55,kl,77.22,-0.7600000000000051,0.626380205154419,0.5202896595001221,1.2869325876235962
0.1,1337,46,-54,kl,78.72,1.5,0.4530392587184906,0.4221757650375366,1.1396764516830444
0.1,1337,47,-53,kl,80.28,1.5600000000000023,0.4592220187187195,0.411859929561615,1.1652469635009766
0.1,1337,48,-52,kl,75.58,-4.700000000000003,0.6450172066688538,0.5291228890419006,1.2698607444763184
0.1,1337,49,-51,kl,77.84,2.260000000000005,0.5392849445343018,0.5194669365882874,1.4066170454025269
0.1,1337,50,-50,kl,77.96,0.11999999999999034,0.5701297521591187,0.47427961230278015,1.317980408668518
0.1,1337,51,-49,kl,76.62,-1.3399999999999892,0.5304334163665771,0.4847016930580139,1.3178772926330566
0.1,1337,52,-48,kl,80.02,3.3999999999999915,0.5078257918357849,0.4421355128288269,1.1518827676773071
0.1,1337,53,-47,kl,78.32,-1.7000000000000028,0.44301700592041016,0.44932636618614197,1.1335951089859009
0.1,1337,54,-46,kl,78.1,-0.21999999999999886,0.5143696665763855,0.46501845121383667,1.1525291204452515
0.1,1337,55,-45,kl,80.42,2.3200000000000074,0.5283007621765137,0.4329601228237152,1.06622314453125
0.1,1337,56,-44,kl,84.34,3.9200000000000017,0.2834929823875427,0.36735260486602783,0.7298121452331543
0.1,1337,57,-43,kl,84.28,-0.060000000000002274,0.31827312707901,0.3859788775444031,0.7022139430046082
0.1,1337,58,-42,kl,85.0,0.7199999999999989,0.3182482421398163,0.39644694328308105,0.7766932249069214
0.1,1337,59,-41,kl,85.1,0.09999999999999432,0.19449691474437714,0.367750883102417,0.716322124004364
0.1,1337,60,-40,kl,85.18,0.0800000000000125,0.3712422847747803,0.4221915006637573,0.8360497951507568
0.1,1337,61,-39,kl,85.24,0.05999999999998806,0.22900758683681488,0.39562129974365234,0.725576639175415
0.1,1337,62,-38,kl,85.1,-0.14000000000000057,0.3456948399543762,0.41997185349464417,0.7966279983520508
0.1,1337,63,-37,kl,85.36,0.2600000000000051,0.2314821183681488,0.39414089918136597,0.7868388891220093
0.1,1337,64,-36,kl,85.34,-0.01999999999999602,0.38423725962638855,0.43518754839897156,0.8446648716926575
0.1,1337,65,-35,kl,85.14,-0.20000000000000284,0.32659798860549927,0.42240670323371887,0.8301385045051575
0.1,1337,66,-34,kl,85.04,-0.09999999999999432,0.3718709945678711,0.4565814137458801,0.7666776776313782
