group,seed,round_index,relative_round,phase,val_acc,delta_acc,cos_ce_kl,g_ce_norm,g_kl_norm
0.9,123,67,-33,kl,85.14,0.18000000000000682,0.35857436060905457,0.4627980887889862,0.7077762484550476
0.9,123,68,-32,kl,85.08,-0.060000000000002274,0.29100897908210754,0.4531972408294678,0.6900156140327454
0.9,123,69,-31,kl,85.08,0.0,0.32814931869506836,0.46191737055778503,0.7242132425308228
0.9,123,70,-30,kl,85.54,0.46000000000000796,0.3095929026603699,0.45288777351379395,0.6708645820617676
0.9,123,71,-29,kl,85.66,0.11999999999999034,0.3196558356285095,0.4557296931743622,0.6376041173934937
0.9,123,72,-28,kl,85.3,-0.35999999999999943,0.32105088233947754,0.4686427712440491,0.6860771775245667
0.9,123,73,-27,kl,85.2,-0.09999999999999432,0.3539203405380249,0.49183031916618347,0.7134864926338196
0.9,123,74,-26,kl,85.2,0.0,0.5162227749824524,0.5372040867805481,0.7665054202079773
0.9,123,75,-25,kl,85.58,0.37999999999999545,0.25491607189178467,0.4605419337749481,0.6850503087043762
0.9,123,76,-24,kl,85.52,-0.060000000000002274,0.3264067769050598,0.49288877844810486,0.718502938747406
0.9,123,77,-23,kl,85.5,-0.01999999999999602,0.3869960904121399,0.49875661730766296,0.7708168625831604
0.9,123,78,-22,kl,85.28,-0.21999999999999886,0.3494238257408142,0.5155483484268188,0.8041625618934631
0.9,123,79,-21,kl,85.3,0.01999999999999602,0.37736976146698,0.5207028985023499,0.7208130359649658
0.9,123,80,-20,kl,85.82,0.519999999999996,0.3144044280052185,0.514109194278717,0.7339565753936768
0.9,123,81,-19,kl,85.52,-0.29999999999999716,0.3228580355644226,0.5177185535430908,0.7568319439888
0.9,123,82,-18,kl,85.84,0.3200000000000074,0.3340968191623688,0.5215349197387695,0.7474013566970825
0.9,123,83,-17,kl,85.82,-0.020000000000010232,0.30612319707870483,0.516572117805481,0.7586248517036438
0.9,123,84,-16,kl,85.6,-0.21999999999999886,0.3181724548339844,0.5174577832221985,0.7559775710105896
0.9,123,85,-15,kl,85.66,0.060000000000002274,0.33914315700531006,0.5233039855957031,0.7586237192153931
0.9,123,86,-14,kl,85.76,0.10000000000000853,0.3351474106311798,0.5219508409500122,0.7545873522758484
0.9,123,87,-13,kl,85.64,-0.12000000000000455,0.30211886763572693,0.5115978121757507,0.7418161034584045
0.9,123,88,-12,kl,85.72,0.0799999999999983,0.320196270942688,0.5191487073898315,0.7446179389953613
0.9,123,89,-11,kl,85.42,-0.29999999999999716,0.3110705614089966,0.5139250755310059,0.7205120325088501
0.9,123,90,-10,kl,85.7,0.28000000000000114,0.2931517958641052,0.5119134187698364,0.73448246717453
0.9,123,91,-9,kl,85.64,-0.060000000000002274,0.31162044405937195,0.51484614610672,0.7353125214576721
